country,code country,Year,Maize yield
Western Europe (FAO),0,2017,10.253.799
World,OWID_WRL,2017,5.7425
Yemen,YEM,2017,1.1103
Zambia,ZMB,2017,2.5151
Zimbabwe,ZWE,2017,13.932.999
Afghanistan,AFG,2018,1.4727
Africa,0,2018,20.714.002
Africa (FAO),0,2018,2.0714
Albania,ALB,2018,72.272.997
Algeria,DZA,2018,4.4416
Americas (FAO),0,2018,77.869.997
Angola,AGO,2018,10.476.999
Antigua and Barbuda,ATG,2018,22.338.998
Argentina,ARG,2018,60.882.998
Armenia,ARM,2018,55.060.997
Asia,0,2018,53.822.017
Asia (FAO),0,2018,5.3822
Australia,AUS,2018,73.364.997
Austria,AUT,2018,10.1493
Azerbaijan,AZE,2018,7.8177
Bahamas,BHS,2018,78.627.996
Bahrain,BHR,2018,0
Bangladesh,BGD,2018,8.2104
Barbados,BRB,2018,2.8356
Belarus,BLR,2018,65.190.997
Belgium,BEL,2018,6.9744
Belize,BLZ,2018,4.2063
Benin,BEN,2018,1.304
Bhutan,BTN,2018,35.235.999
Bolivia,BOL,2018,2.7282
Bosnia and Herzegovina,BIH,2018,6.64
Botswana,BWA,2018,3.215
Brazil,BRA,2018,51.075.997
Brunei,BRN,2018,0
Bulgaria,BGR,2018,79.224.997
Burkina Faso,BFA,2018,1.6681
Burundi,BDI,2018,15.288.999
Cambodia,KHM,2018,5.915
Cameroon,CMR,2018,1.8456
Canada,CAN,2018,9.7049
Cape Verde,CPV,2018,22.699.999
Caribbean (FAO),0,2018,1.0919
Central African Republic,CAF,2018,79.999.995
Central America (FAO),0,2018,34.371.998
Central Asia (FAO),0,2018,7.0554
Chad,TCD,2018,1.2809
Chile,CHL,2018,12.4706
China,CHN,2018,6.1043
China (FAO),0,2018,6.1042
Colombia,COL,2018,3.4989
Comoros,COM,2018,18.039.999
Congo,COG,2018,96.199.995
Costa Rica,CRI,2018,2.1819
Cote d'Ivoire,CIV,2018,20.946.999
Croatia,HRV,2018,9.123.799
Cuba,CUB,2018,23.904.998
Cyprus,CYP,2018,0
Czechia,CZE,2018,59.761.996
Democratic Republic of Congo,COD,2018,77.019.995
Denmark,DNK,2018,5.6317
Djibouti,DJI,2018,19.981.999
Dominica,DMA,2018,1.609
Dominican Republic,DOM,2018,1.7084
East Timor,TLS,2018,2.1445
Eastern Africa (FAO),0,2018,2.0891
Eastern Asia (FAO),0,2018,6.0751
Eastern Europe (FAO),0,2018,6.9972
Ecuador,ECU,2018,36.244.998
Egypt,EGY,2018,75.161.996
El Salvador,SLV,2018,2.5312
Eritrea,ERI,2018,1
Estonia,EST,2018,0
Eswatini,SWZ,2018,12.688.999
Ethiopia,ETH,2018,4.1904
Europe,0,2018,7.528.195
Europe (FAO),0,2018,75.281.997
European Union (27),0,2018,8.361.726
European Union (27) (FAO),0,2018,8.3617
Faroe Islands,FRO,2018,0
Fiji,FJI,2018,30.049.999
Finland,FIN,2018,0
France,FRA,2018,8.8206
French Polynesia,PYF,2018,0
Gabon,GAB,2018,15.605.999
Gambia,GMB,2018,54.289.997
Georgia,GEO,2018,2.7199
Germany,DEU,2018,8.139
Ghana,GHA,2018,2.2589
Greece,GRC,2018,10.630.099
Grenada,GRD,2018,99.649.996
Guatemala,GTM,2018,2.1541
Guinea,GIN,2018,13.385.999
Guinea-Bissau,GNB,2018,1
Guyana,GUY,2018,13.608.999
Haiti,HTI,2018,5.787
High-income countries,0,2018,105.039.215
Honduras,HND,2018,1.8154
Hong Kong,HKG,2018,0
Hungary,HUN,2018,8.445
Iceland,ISL,2018,0
India,IND,2018,3.0653
Indonesia,IDN,2018,5.3261
Iran,IRN,2018,6.6924
Iraq,IRQ,2018,4.5
Ireland,IRL,2018,0
Israel,ISR,2018,226.372
Italy,ITA,2018,10.485.499
Jamaica,JAM,2018,1.1485
Japan,JPN,2018,26.701.999
Jordan,JOR,2018,0
Kazakhstan,KAZ,2018,57.448.997
Kenya,KEN,2018,1.7656
Kuwait,KWT,2018,175.972
Kyrgyzstan,KGZ,2018,65.948.997
Land Locked Developing Countries (FAO),0,2018,2.8488
Laos,LAO,2018,5.9273
Latvia,LVA,2018,0
Least Developed Countries (FAO),0,2018,2.2008
Lebanon,LBN,2018,3.7979
Lesotho,LSO,2018,8.684
Liberia,LBR,2018,0
Libya,LBY,2018,2.2756
Lithuania,LTU,2018,6.5414
Low Income Food Deficit Countries (FAO),0,2018,1.913
Low-income countries,0,2018,2.026.339
Lower-middle-income countries,0,2018,30.518.086
Luxembourg,LUX,2018,51.110.997
Madagascar,MDG,2018,17.515.999
Malawi,MWI,2018,16.007.999
Malaysia,MYS,2018,72.166.996
Maldives,MDV,2018,4.229
Mali,MLI,2018,2.8802
Malta,MLT,2018,0
Mauritania,MRT,2018,70.589.995
Mauritius,MUS,2018,6.0469
Melanesia,OWID_MNS,2018,4.7008
Mexico,MEX,2018,3.8146
Micronesia (FAO),0,2018,1.4659
Micronesia (country),FSM,2018,1.4659
Middle Africa (FAO),0,2018,1.0906
Moldova,MDA,2018,4.2398
Mongolia,MNG,2018,0
Montenegro,MNE,2018,42.504.997
Morocco,MAR,2018,79.899.997
Mozambique,MOZ,2018,87.189.996
Myanmar,MMR,2018,38.212.998
Namibia,NAM,2018,2.3539
Nepal,NPL,2018,27.215.998
Net Food Importing Developing Countries (FAO),0,2018,2.2466
Netherlands,NLD,2018,6.4884
New Caledonia,NCL,2018,9.183.499
New Zealand,NZL,2018,11.0679
Nicaragua,NIC,2018,13.909.999
Niger,NER,2018,1.4632
Nigeria,NGA,2018,1.6716
North America,0,2018,9.3237
North Korea,PRK,2018,3.6903
North Macedonia,MKD,2018,5.1456
Northern Africa (FAO),0,2018,6.1331
Northern America (FAO),0,2018,11.0175
Northern Europe (FAO),0,2018,6.138
Norway,NOR,2018,0
Oceania,0,2018,8.004.121
Oceania (FAO),0,2018,8.1941
Oman,OMN,2018,8.6033
Pakistan,PAK,2018,49.684.997
Palestine,PSE,2018,0
Panama,PAN,2018,2.3843
Papua New Guinea,PNG,2018,54.948.997
Paraguay,PRY,2018,4.995
Peru,PER,2018,34.362.998
Philippines,PHL,2018,3.0946
Poland,POL,2018,5.8756
Polynesia,OWID_PYA,2018,0
Portugal,PRT,2018,8.5636
Puerto Rico,PRI,2018,5
Qatar,QAT,2018,125.234.995
Romania,ROU,2018,7.6368
Russia,RUS,2018,48.066.998
Rwanda,RWA,2018,1.4315
Saint Vincent and the Grenadines,VCT,2018,278.378
Sao Tome and Principe,STP,2018,2.2024
Saudi Arabia,SAU,2018,6.2299
Senegal,SEN,2018,1.9358
Serbia,SRB,2018,7.7236
Sierra Leone,SLE,2018,2.1438
Slovakia,SVK,2018,8.3685
Slovenia,SVN,2018,9.4523
Small Island Developing States (FAO),0,2018,1.2254
Solomon Islands,SLB,2018,0
Somalia,SOM,2018,1.0968
South Africa,ZAF,2018,4.9755
South America,0,2018,52.427.573
South America (FAO),0,2018,52.427.998
South Korea,KOR,2018,5.0421
South Sudan,SSD,2018,84.999.996
South-eastern Asia (FAO),0,2018,4.6424
Southern Africa (FAO),0,2018,45.443.997
Southern Asia (FAO),0,2018,34.392.998
Southern Europe (FAO),0,2018,9.0657
Spain,ESP,2018,11.9196
Sri Lanka,LKA,2018,3.809
Sudan,SDN,2018,15.002.999
Suriname,SUR,2018,2.5
Sweden,SWE,2018,41.440.997
Switzerland,CHE,2018,9.776.199
Syria,SYR,2018,3.7333
Taiwan,TWN,2018,6.0376
Tajikistan,TJK,2018,148.868
Tanzania,TZA,2018,17.688.999
Thailand,THA,2018,4.5952
Togo,TGO,2018,1.2396
Trinidad and Tobago,TTO,2018,18.212.999
Tunisia,TUN,2018,0
Turkey,TUR,2018,9.635.799
Turkmenistan,TKM,2018,3.1534
Uganda,UGA,2018,2.9296
Ukraine,UKR,2018,78.438.997
United Arab Emirates,ARE,2018,208.533
United Kingdom,GBR,2018,0
United States,USA,2018,11.071.312
Upper-middle-income countries,0,2018,55.276.966
Uruguay,URY,2018,4.3399
Uzbekistan,UZB,2018,10.3776
Vanuatu,VUT,2018,6.131
Venezuela,VEN,2018,2.8883
Vietnam,VNM,2018,4.7202
Western Africa (FAO),0,2018,1.7736
Western Asia (FAO),0,2018,8.1426
Western Europe (FAO),0,2018,8.7642
World,OWID_WRL,2018,5.7583
Yemen,YEM,2018,1.1122
Zambia,ZMB,2018,2.2052
Zimbabwe,ZWE,2018,1.3506
Afghanistan,AFG,2019,19.456.999
Africa,0,2019,2.116.947
Africa (FAO),0,2019,2.1169
Albania,ALB,2019,7.0529
Algeria,DZA,2019,41.538.997
Americas (FAO),0,2019,7.9038
Angola,AGO,2019,1.0666
Antigua and Barbuda,ATG,2019,2.3693
Argentina,ARG,2019,7.8615
Armenia,ARM,2019,4.1847
Asia,0,2019,55.536.313
Asia (FAO),0,2019,5.5536
Australia,AUS,2019,55.506.997
Austria,AUT,2019,10.4168
Azerbaijan,AZE,2019,8.656
Bahamas,BHS,2019,7.4377
Bahrain,BHR,2019,0
Bangladesh,BGD,2019,8.019.199
Barbados,BRB,2019,2.7876
Belarus,BLR,2019,57.490.997
Belgium,BEL,2019,8.8244
Belize,BLZ,2019,27.538.998
Benin,BEN,2019,1.0752
Bhutan,BTN,2019,3.0667
Bolivia,BOL,2019,2.1097
Bosnia and Herzegovina,BIH,2019,64.407.997
Botswana,BWA,2019,20.289.999
Brazil,BRA,2019,5.7734
Brunei,BRN,2019,0
Bulgaria,BGR,2019,7.2379
Burkina Faso,BFA,2019,1.6858
Burundi,BDI,2019,1.2002
Cambodia,KHM,2019,4.8248
Cameroon,CMR,2019,135.517
Canada,CAN,2019,9.2364
Cape Verde,CPV,2019,232
Caribbean (FAO),0,2019,16.554.999
Central African Republic,CAF,2019,79.999.995
Central America (FAO),0,2019,36.448.998
Central Asia (FAO),0,2019,69.551.997
Chad,TCD,2019,12.624.999
Chile,CHL,2019,12.099.999
China,CHN,2019,6.3173
China (FAO),0,2019,6.3171
Colombia,COL,2019,37.417.998
Comoros,COM,2019,1.7981
Congo,COG,2019,1
Costa Rica,CRI,2019,18.362.999
Cote d'Ivoire,CIV,2019,2.0915
Croatia,HRV,2019,8.9817
Cuba,CUB,2019,23.934.999
Cyprus,CYP,2019,0
Czechia,CZE,2019,8.288.899
Democratic Republic of Congo,COD,2019,7.704
Denmark,DNK,2019,7.5593
Djibouti,DJI,2019,2.0247
Dominica,DMA,2019,1.63
Dominican Republic,DOM,2019,1.703
East Timor,TLS,2019,2.5116
Eastern Africa (FAO),0,2019,2.0152
Eastern Asia (FAO),0,2019,62.943.997
Eastern Europe (FAO),0,2019,6.6379
Ecuador,ECU,2019,4.5835
Egypt,EGY,2019,49.512.997
El Salvador,SLV,2019,2.9715
Eritrea,ERI,2019,1
Estonia,EST,2019,0
Eswatini,SWZ,2019,12.796.999
Ethiopia,ETH,2019,42.367.997
Europe,0,2019,72.371.473
Europe (FAO),0,2019,72.370.996
European Union (27),0,2019,78.668.327
European Union (27) (FAO),0,2019,7.8668
Faroe Islands,FRO,2019,0
Fiji,FJI,2019,2.9979
Finland,FIN,2019,0
France,FRA,2019,8.5287
French Polynesia,PYF,2019,0
Gabon,GAB,2019,1.5619
Gambia,GMB,2019,45.709.997
Georgia,GEO,2019,2.837
Germany,DEU,2019,8.8096
Ghana,GHA,2019,25.312.998
Greece,GRC,2019,10.680.699
Grenada,GRD,2019,996
Guatemala,GTM,2019,2.1641
Guinea,GIN,2019,14.499.999
Guinea-Bissau,GNB,2019,778
Guyana,GUY,2019,1.3605
Haiti,HTI,2019,1.1077
High-income countries,0,2019,99.377.165
Honduras,HND,2019,1.8267
Hong Kong,HKG,2019,0
Hungary,HUN,2019,8.008.699
Iceland,ISL,2019,0
India,IND,2019,3.0702
Indonesia,IDN,2019,5.4419
Iran,IRN,2019,6.6245
Iraq,IRQ,2019,47.026.997
Ireland,IRL,2019,0
Israel,ISR,2019,232.242
Italy,ITA,2019,9.9859
Jamaica,JAM,2019,1.1258
Japan,JPN,2019,2.6834
Jordan,JOR,2019,0
Kazakhstan,KAZ,2019,5.7332
Kenya,KEN,2019,1.56
Kuwait,KWT,2019,20.766.499
Kyrgyzstan,KGZ,2019,66.995.997
Land Locked Developing Countries (FAO),0,2019,2.8699
Laos,LAO,2019,5.2302
Latvia,LVA,2019,0
Least Developed Countries (FAO),0,2019,1.9883
Lebanon,LBN,2019,3
Lesotho,LSO,2019,76.879.996
Liberia,LBR,2019,0
Libya,LBY,2019,2.2882
Lithuania,LTU,2019,7.6719
Low Income Food Deficit Countries (FAO),0,2019,1.9691
Low-income countries,0,2019,2.069.285
Lower-middle-income countries,0,2019,31.383.696
Luxembourg,LUX,2019,47.142.997
Madagascar,MDG,2019,1.7363
Malawi,MWI,2019,19.577.999
Malaysia,MYS,2019,8.278
Maldives,MDV,2019,4.1579
Mali,MLI,2019,26.648.998
Malta,MLT,2019,0
Mauritania,MRT,2019,7.492
Mauritius,MUS,2019,71.738.997
Melanesia,OWID_MNS,2019,4.4806
Mexico,MEX,2019,4.0697
Micronesia (FAO),0,2019,1.4544
Micronesia (country),FSM,2019,1.4544
Middle Africa (FAO),0,2019,1.2744
Moldova,MDA,2019,4.3255
Mongolia,MNG,2019,0
Montenegro,MNE,2019,4.3396
Morocco,MAR,2019,6.397
Mozambique,MOZ,2019,8.831
Myanmar,MMR,2019,38.504.999
Namibia,NAM,2019,23.095.999
Nepal,NPL,2019,2.8199
Net Food Importing Developing Countries (FAO),0,2019,2.2837
Netherlands,NLD,2019,7.8012
New Caledonia,NCL,2019,8.833
New Zealand,NZL,2019,11.7338
Nicaragua,NIC,2019,1.3179
Niger,NER,2019,15.598.999
Nigeria,NGA,2019,18.513.999
North America,0,2019,9.045.104
North Korea,PRK,2019,46.342.998
North Macedonia,MKD,2019,4.2702
Northern Africa (FAO),0,2019,4.7211
Northern America (FAO),0,2019,10.4566
Northern Europe (FAO),0,2019,7.5841
Norway,NOR,2019,0
Oceania,0,2019,67.521.963
Oceania (FAO),0,2019,67.521.996
Oman,OMN,2019,8.598
Pakistan,PAK,2019,5.614
Palestine,PSE,2019,0
Panama,PAN,2019,2.315
Papua New Guinea,PNG,2019,5.391
Paraguay,PRY,2019,5.14
Peru,PER,2019,34.843.998
Philippines,PHL,2019,3.1703
Poland,POL,2019,55.109.997
Polynesia,OWID_PYA,2019,0
Portugal,PRT,2019,9.804.299
Puerto Rico,PRI,2019,4.9804
Qatar,QAT,2019,12.505.099
Romania,ROU,2019,6.4999
Russia,RUS,2019,5.6987
Rwanda,RWA,2019,1.461
Saint Vincent and the Grenadines,VCT,2019,28.125
Sao Tome and Principe,STP,2019,2.0244
Saudi Arabia,SAU,2019,58.511.996
Senegal,SEN,2019,2.0539
Serbia,SRB,2019,7.634
Sierra Leone,SLE,2019,3.2991
Slovakia,SVK,2019,7.3251
Slovenia,SVN,2019,9.268.499
Small Island Developing States (FAO),0,2019,1.6761
Solomon Islands,SLB,2019,0
Somalia,SOM,2019,0.57
South Africa,ZAF,2019,4.5539
South America,0,2019,61.405.787
South America (FAO),0,2019,61.405.997
South Korea,KOR,2019,5.1439
South Sudan,SSD,2019,88.049.996
South-eastern Asia (FAO),0,2019,4.4996
Southern Africa (FAO),0,2019,4.3494
Southern Asia (FAO),0,2019,3.5811
Southern Europe (FAO),0,2019,8.9173
Spain,ESP,2019,11.7268
Sri Lanka,LKA,2019,3.8715
Sudan,SDN,2019,1.0263
Suriname,SUR,2019,2.6296
Sweden,SWE,2019,6.9753
Switzerland,CHE,2019,10.903.999
Syria,SYR,2019,3.829
Taiwan,TWN,2019,6.0108
Tajikistan,TJK,2019,137.338
Tanzania,TZA,2019,1.6485
Thailand,THA,2019,4.3458
Togo,TGO,2019,1.2271
Trinidad and Tobago,TTO,2019,1.6667
Tunisia,TUN,2019,0
Turkey,TUR,2019,9.403.399
Turkmenistan,TKM,2019,3.1713
Uganda,UGA,2019,31.267.998
Ukraine,UKR,2019,7.1949
United Arab Emirates,ARE,2019,23.842.299
United Kingdom,GBR,2019,0
United States,USA,2019,10.512.726
Upper-middle-income countries,0,2019,5.946.311
Uruguay,URY,2019,76.261.997
Uzbekistan,UZB,2019,9.6996
Vanuatu,VUT,2019,616
Venezuela,VEN,2019,3.2026
Vietnam,VNM,2019,4.8034
Western Africa (FAO),0,2019,18.520.999
Western Asia (FAO),0,2019,77.774.997
Western Europe (FAO),0,2019,8.785.399
World,OWID_WRL,2019,58.743.997
Yemen,YEM,2019,1.3202
Zambia,ZMB,2019,23.813.999
Zimbabwe,ZWE,2019,78.069.997
Afghanistan,AFG,2020,1.9344
Africa,0,2020,2.236.563
Africa (FAO),0,2020,2.2366
Albania,ALB,2020,70.358.996
Algeria,DZA,2020,60.738.997
Americas (FAO),0,2020,79.048.996
Angola,AGO,2020,1.0993
Antigua and Barbuda,ATG,2020,3.8
Argentina,ARG,2020,7.5539
Armenia,ARM,2020,5.2068
Asia,0,2020,5.549.239
Asia (FAO),0,2020,5.5492
Australia,AUS,2020,7.0912
Austria,AUT,2020,11.3449
Azerbaijan,AZE,2020,9.337.999
Bahamas,BHS,2020,7.4455
Bahrain,BHR,2020,0
Bangladesh,BGD,2020,8.5123
Barbados,BRB,2020,2.7656
Belarus,BLR,2020,5.0378
Belgium,BEL,2020,8.1151
Belize,BLZ,2020,3.5825
Benin,BEN,2020,12.717.999
Bhutan,BTN,2020,3.6208
Bolivia,BOL,2020,2.258
Bosnia and Herzegovina,BIH,2020,7.1124
Botswana,BWA,2020,667
Brazil,BRA,2020,56.952.996
Brunei,BRN,2020,0
Bulgaria,BGR,2020,5.183
Burkina Faso,BFA,2020,17.624.999
Burundi,BDI,2020,1.1607
Cambodia,KHM,2020,48.582.997
Cameroon,CMR,2020,17.846.999
Canada,CAN,2020,9.6317
Cape Verde,CPV,2020,157
Caribbean (FAO),0,2020,1.1286
Central African Republic,CAF,2020,701
Central America (FAO),0,2020,3.4668
Central Asia (FAO),0,2020,7.0182
Chad,TCD,2020,12.028.999
Chile,CHL,2020,9.181.399
China,CHN,2020,6.3177
China (FAO),0,2020,6.3178
Colombia,COL,2020,4.0366
Comoros,COM,2020,1.7844
Congo,COG,2020,1
Costa Rica,CRI,2020,1.8376
Cote d'Ivoire,CIV,2020,2.0835
Croatia,HRV,2020,8.427.899
Cuba,CUB,2020,2.2001
Cyprus,CYP,2020,0
Czechia,CZE,2020,9.4635
Democratic Republic of Congo,COD,2020,77.059.996
Denmark,DNK,2020,62.483.997
Djibouti,DJI,2020,2.0393
Dominica,DMA,2020,1.6445
Dominican Republic,DOM,2020,1.7938
East Timor,TLS,2020,26.685.998
Eastern Africa (FAO),0,2020,2.0758
Eastern Asia (FAO),0,2020,6.2826
Eastern Europe (FAO),0,2020,5.443
Ecuador,ECU,2020,3.8233
Egypt,EGY,2020,7.7767
El Salvador,SLV,2020,2.9494
Eritrea,ERI,2020,1
Estonia,EST,2020,0
Eswatini,SWZ,2020,1.2794
Ethiopia,ETH,2020,4.2404
Europe,0,2020,63.877.916
Europe (FAO),0,2020,63.877.997
European Union (27),0,2020,72.730.484
European Union (27) (FAO),0,2020,7.273
Faroe Islands,FRO,2020,0
Fiji,FJI,2020,31.999.998
Finland,FIN,2020,0
France,FRA,2020,7.9342
French Polynesia,PYF,2020,0
Gabon,GAB,2020,1.5616
Gambia,GMB,2020,583
Georgia,GEO,2020,3.1443
Germany,DEU,2020,95.873.995
Ghana,GHA,2020,2.5828
Greece,GRC,2020,10.0878
Grenada,GRD,2020,99.549.997
Guatemala,GTM,2020,2.1894
Guinea,GIN,2020,1.42
Guinea-Bissau,GNB,2020,81.799.996
Guyana,GUY,2020,1.3593
Haiti,HTI,2020,5.581
High-income countries,0,2020,1.002.741
Honduras,HND,2020,18.371.999
Hong Kong,HKG,2020,0
Hungary,HUN,2020,8.5274
Iceland,ISL,2020,0
India,IND,2020,3.1961
Indonesia,IDN,2020,5.6804
Iran,IRN,2020,6.3757
Iraq,IRQ,2020,46.324.997
Ireland,IRL,2020,0
Israel,ISR,2020,194.966
Italy,ITA,2020,11.2682
Jamaica,JAM,2020,1.1143
Japan,JPN,2020,2.4723
Jordan,JOR,2020,0
Kazakhstan,KAZ,2020,5.8847
Kenya,KEN,2020,1.7741
Kuwait,KWT,2020,204.861
Kyrgyzstan,KGZ,2020,6.799
Land Locked Developing Countries (FAO),0,2020,28.962.998
Laos,LAO,2020,5.2256
Latvia,LVA,2020,0
Least Developed Countries (FAO),0,2020,2.0283
Lebanon,LBN,2020,3
Lesotho,LSO,2020,4.569
Liberia,LBR,2020,0
Libya,LBY,2020,21.492.999
Lithuania,LTU,2020,7.0144
Low Income Food Deficit Countries (FAO),0,2020,1.925
Low-income countries,0,2020,20.565.531
Lower-middle-income countries,0,2020,30.138.838
Luxembourg,LUX,2020,5.5
Madagascar,MDG,2020,17.689.999
Malawi,MWI,2020,2.0955
Malaysia,MYS,2020,7.3647
Maldives,MDV,2020,4.1579
Mali,MLI,2020,30.054.998
Malta,MLT,2020,0
Mauritania,MRT,2020,625
Mauritius,MUS,2020,8.9425
Melanesia,OWID_MNS,2020,4.6783
Mexico,MEX,2020,38.321.998
Micronesia (FAO),0,2020,1.4588
Micronesia (country),FSM,2020,1.4588
Middle Africa (FAO),0,2020,1.0725
Moldova,MDA,2020,18.672.999
Mongolia,MNG,2020,0
Montenegro,MNE,2020,4.1754
Morocco,MAR,2020,4.204
Mozambique,MOZ,2020,71.389.997
Myanmar,MMR,2020,3.8502
Namibia,NAM,2020,2.1604
Nepal,NPL,2020,29.610.999
Net Food Importing Developing Countries (FAO),0,2020,2.3823
Netherlands,NLD,2020,8.5371
New Caledonia,NCL,2020,9.241
New Zealand,NZL,2020,122.123.995
Nicaragua,NIC,2020,1.2408
Niger,NER,2020,75.689.995
Nigeria,NGA,2020,2.0506
North America,0,2020,9.140.677
North Korea,PRK,2020,3.7961
North Macedonia,MKD,2020,4.5979
Northern Africa (FAO),0,2020,7.1502
Northern America (FAO),0,2020,10.7148
Northern Europe (FAO),0,2020,6.8294
Norway,NOR,2020,0
Oceania,0,2020,8.218.934
Oceania (FAO),0,2020,8.2188
Oman,OMN,2020,8.5974
Pakistan,PAK,2020,6.3054
Palestine,PSE,2020,0
Panama,PAN,2020,2.389
Papua New Guinea,PNG,2020,55.236.998
Paraguay,PRY,2020,53.041.997
Peru,PER,2020,33.260.999
Philippines,PHL,2020,3.179
Poland,POL,2020,70.762.997
Polynesia,OWID_PYA,2020,0
Portugal,PRT,2020,9.344.999
Puerto Rico,PRI,2020,4.3784
Qatar,QAT,2020,12.4605
Romania,ROU,2020,3.9742
Russia,RUS,2020,50.804.996
Rwanda,RWA,2020,1.5237
Saint Vincent and the Grenadines,VCT,2020,292.414
Sao Tome and Principe,STP,2020,2.0402
Saudi Arabia,SAU,2020,4.4707
Senegal,SEN,2020,26.548.998
Serbia,SRB,2020,78.999.996
Sierra Leone,SLE,2020,1.6251
Slovakia,SVK,2020,8.5788
Slovenia,SVN,2020,10.7921
Small Island Developing States (FAO),0,2020,13.113.999
Solomon Islands,SLB,2020,0
Somalia,SOM,2020,0.75
South Africa,ZAF,2020,54.477.997
South America,0,2020,60.356.607
South America (FAO),0,2020,6.0357
South Korea,KOR,2020,5.87
South Sudan,SSD,2020,8.847
South-eastern Asia (FAO),0,2020,45.243.998
Southern Africa (FAO),0,2020,5.1117
Southern Asia (FAO),0,2020,35.879.998
Southern Europe (FAO),0,2020,9.2957
Spain,ESP,2020,12.2581
Sri Lanka,LKA,2020,4.1967
Sudan,SDN,2020,70.199.996
Suriname,SUR,2020,2.5333
Sweden,SWE,2020,67.567.997
Switzerland,CHE,2020,11
Syria,SYR,2020,4.5043
Taiwan,TWN,2020,64.523.997
Tajikistan,TJK,2020,134.604
Tanzania,TZA,2020,15.978.999
Thailand,THA,2020,4.4536
Togo,TGO,2020,1.226
Trinidad and Tobago,TTO,2020,1.6667
Tunisia,TUN,2020,0
Turkey,TUR,2020,9.4127
Turkmenistan,TKM,2020,3.6589
Uganda,UGA,2020,33.265.998
Ukraine,UKR,2020,5.6175
United Arab Emirates,ARE,2020,189.827
United Kingdom,GBR,2020,0
United States,USA,2020,10.7575
Upper-middle-income countries,0,2020,5.883.056
Uruguay,URY,2020,6.539
Uzbekistan,UZB,2020,9.762
Vanuatu,VUT,2020,6.175
Venezuela,VEN,2020,41.486.998
Vietnam,VNM,2020,4.8513
Western Africa (FAO),0,2020,2.014
Western Asia (FAO),0,2020,79.519.997
Western Europe (FAO),0,2020,8.5458
World,OWID_WRL,2020,5.7998
Yemen,YEM,2020,2.2797
Zambia,ZMB,2020,2.5402
Zimbabwe,ZWE,2020,1.1801
Afghanistan,AFG,2021,19.003.999
Africa,0,2021,23.331.423
Africa (FAO),0,2021,23.330.998
Albania,ALB,2021,7.1073
Algeria,DZA,2021,5.1278
Americas (FAO),0,2021,77.991.996
Angola,AGO,2021,10.835.999
Antigua and Barbuda,ATG,2021,2.0941
Argentina,ARG,2021,7.4296
Armenia,ARM,2021,5.3777
Asia,0,2021,55.663.157
Asia (FAO),0,2021,5.5663
Australia,AUS,2021,6.6822
Austria,AUT,2021,11.158.999
Azerbaijan,AZE,2021,87.102.995
Bahamas,BHS,2021,74.772.997
Bahrain,BHR,2021,0
Bangladesh,BGD,2021,85.789.995
Barbados,BRB,2021,2.7593
Belarus,BLR,2021,5.1712
Belgium,BEL,2021,9.3299
Belize,BLZ,2021,4.5127
Benin,BEN,2021,12.063.999
Bhutan,BTN,2021,3.7666
Bolivia,BOL,2021,30.505.998
Bosnia and Herzegovina,BIH,2021,4.4572
Botswana,BWA,2021,798
Brazil,BRA,2021,46.496.997
Brunei,BRN,2021,0
Bulgaria,BGR,2021,5.9811
Burkina Faso,BFA,2021,1.5208
Burundi,BDI,2021,15.555.999
Cambodia,KHM,2021,5.7472
Cameroon,CMR,2021,1.7707
Canada,CAN,2021,9.9958
Cape Verde,CPV,2021,163
Caribbean (FAO),0,2021,1.184
Central African Republic,CAF,2021,79.999.995
Central America (FAO),0,2021,34.970.999
Central Asia (FAO),0,2021,7.2018
Chad,TCD,2021,1.1236
Chile,CHL,2021,11.8109
China,CHN,2021,6.291
China (FAO),0,2021,62.911.997
Colombia,COL,2021,3.9882
Comoros,COM,2021,17.689.999
Congo,COG,2021,1
Costa Rica,CRI,2021,21.548.998
Cote d'Ivoire,CIV,2021,2.0837
Croatia,HRV,2021,7.7857
Cuba,CUB,2021,1.8941
Cyprus,CYP,2021,0
Czechia,CZE,2021,9.6451
Democratic Republic of Congo,COD,2021,7.697
Denmark,DNK,2021,7.0734
Djibouti,DJI,2021,1.9739
Dominica,DMA,2021,16.554.999
Dominican Republic,DOM,2021,1.7989
East Timor,TLS,2021,97.209.996
Eastern Africa (FAO),0,2021,2.3441
Eastern Asia (FAO),0,2021,6.2597
Eastern Europe (FAO),0,2021,6.559
Ecuador,ECU,2021,46.412.997
Egypt,EGY,2021,7.8276
El Salvador,SLV,2021,3.1771
Eritrea,ERI,2021,1
Estonia,EST,2021,0
Eswatini,SWZ,2021,1.4286
Ethiopia,ETH,2021,4.1944
Europe,0,2021,72.027.044
Europe (FAO),0,2021,72.026.997
European Union (27),0,2021,7.896.081
European Union (27) (FAO),0,2021,78.960.996
Faroe Islands,FRO,2021,0
Fiji,FJI,2021,3
Finland,FIN,2021,0
France,FRA,2021,9.912
French Polynesia,PYF,2021,0
Gabon,GAB,2021,15.613.999
Gambia,GMB,2021,1.0648
Georgia,GEO,2021,3.0497
Germany,DEU,2021,10.3608
Ghana,GHA,2021,2.53
Greece,GRC,2021,11.2437
Grenada,GRD,2021,9.948
Guatemala,GTM,2021,2.1969
Guinea,GIN,2021,14.499.999
Guinea-Bissau,GNB,2021,826
